responseId,view_label,ID_enter,ID_exit,videos,video_time,datetimestamp_start,datetimestamp_end,date,signaling,congestion_enter_rating,congestion_exit_rating,time_segment_id,cycle_phase
A40HacvTJr-envgP6uGTmAE,Norman Niles #1,time_segment_3643_Norman Niles #1_congestion_enter_rating,time_segment_3643_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-23-45.mp4,2025-10-25 07:23:45,2025-10-25 07:23:45,2025-10-25 07:24:44,2025-10-25,none,free flowing,free flowing,3643,train
EI0HafaMJ9iD2PgPyKaayQw,Norman Niles #1,time_segment_3644_Norman Niles #1_congestion_enter_rating,time_segment_3644_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-24-45.mp4,2025-10-25 07:24:45,2025-10-25 07:24:45,2025-10-25 07:25:45,2025-10-25,none,free flowing,free flowing,3644,train
jYsHafi9K7XOnvgP3YW5kQs,Norman Niles #1,time_segment_3645_Norman Niles #1_congestion_enter_rating,time_segment_3645_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-25-45.mp4,2025-10-25 07:25:45,2025-10-25 07:25:45,2025-10-25 07:26:44,2025-10-25,none,free flowing,free flowing,3645,train
A4oHaZLeHZehmecPss7LwQo,Norman Niles #1,time_segment_3646_Norman Niles #1_congestion_enter_rating,time_segment_3646_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-26-45.mp4,2025-10-25 07:26:45,2025-10-25 07:26:44,2025-10-25 07:27:44,2025-10-25,none,free flowing,free flowing,3646,train
CooHafOMM9iNmecPivmHgQ0,Norman Niles #1,time_segment_3647_Norman Niles #1_congestion_enter_rating,time_segment_3647_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-27-45.mp4,2025-10-25 07:27:45,2025-10-25 07:27:45,2025-10-25 07:28:44,2025-10-25,none,free flowing,free flowing,3647,train
LIsHaZeoBNm7nvgPq8e12AU,Norman Niles #1,time_segment_3648_Norman Niles #1_congestion_enter_rating,time_segment_3648_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-28-45.mp4,2025-10-25 07:28:45,2025-10-25 07:28:45,2025-10-25 07:29:45,2025-10-25,none,free flowing,free flowing,3648,train
0okHafmrOL-envgP6uGTmAE,Norman Niles #1,time_segment_3649_Norman Niles #1_congestion_enter_rating,time_segment_3649_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-29-45.mp4,2025-10-25 07:29:45,2025-10-25 07:29:45,2025-10-25 07:30:44,2025-10-25,none,free flowing,free flowing,3649,train
c48HaZD2GbmfnvgPoaTSqQ0,Norman Niles #1,time_segment_3650_Norman Niles #1_congestion_enter_rating,time_segment_3650_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-30-45.mp4,2025-10-25 07:30:45,2025-10-25 07:30:45,2025-10-25 07:31:44,2025-10-25,none,free flowing,free flowing,3650,train
ZosHafDPJKqpmecP5vCV0AQ,Norman Niles #1,time_segment_3651_Norman Niles #1_congestion_enter_rating,time_segment_3651_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-31-45.mp4,2025-10-25 07:31:45,2025-10-25 07:31:45,2025-10-25 07:32:44,2025-10-25,none,free flowing,free flowing,3651,train
CIoHaa_zFtymmecP6_3GoAQ,Norman Niles #1,time_segment_3652_Norman Niles #1_congestion_enter_rating,time_segment_3652_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-32-45.mp4,2025-10-25 07:32:45,2025-10-25 07:32:45,2025-10-25 07:33:44,2025-10-25,none,free flowing,free flowing,3652,train
DosHadn9Or-envgP6uGTmAE,Norman Niles #1,time_segment_3653_Norman Niles #1_congestion_enter_rating,time_segment_3653_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-33-45.mp4,2025-10-25 07:33:45,2025-10-25 07:33:45,2025-10-25 07:34:44,2025-10-25,none,free flowing,free flowing,3653,train
BI0HaYboOMjtnvgP8NiHuAw,Norman Niles #1,time_segment_3676_Norman Niles #1_congestion_enter_rating,time_segment_3676_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-56-45.mp4,2025-10-25 07:56:45,2025-10-25 07:56:46,2025-10-25 07:57:00,2025-10-25,none,free flowing,free flowing,3676,train
zYkHabS3DKHXnvgP76fxyQI,Norman Niles #1,time_segment_3677_Norman Niles #1_congestion_enter_rating,time_segment_3677_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-57-45.mp4,2025-10-25 07:57:45,2025-10-25 07:57:45,2025-10-25 07:58:00,2025-10-25,none,free flowing,free flowing,3677,train
A40HaZ6VIaHXnvgP76fxyQI,Norman Niles #1,time_segment_3678_Norman Niles #1_congestion_enter_rating,time_segment_3678_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-58-45.mp4,2025-10-25 07:58:45,2025-10-25 07:58:45,2025-10-25 07:59:45,2025-10-25,none,free flowing,free flowing,3678,train
QIsHacvYOtymmecP6_3GoAQ,Norman Niles #1,time_segment_3679_Norman Niles #1_congestion_enter_rating,time_segment_3679_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-07-59-45.mp4,2025-10-25 07:59:45,2025-10-25 07:59:45,2025-10-25 08:00:44,2025-10-25,none,free flowing,free flowing,3679,train
7YoHaanhKIrQnvgPpPTHwA4,Norman Niles #1,time_segment_3680_Norman Niles #1_congestion_enter_rating,time_segment_3680_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-00-45.mp4,2025-10-25 08:00:45,2025-10-25 08:00:45,2025-10-25 08:01:44,2025-10-25,none,free flowing,free flowing,3680,train
VosHafDpMJehmecPss7LwQo,Norman Niles #1,time_segment_3681_Norman Niles #1_congestion_enter_rating,time_segment_3681_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-01-45.mp4,2025-10-25 08:01:45,2025-10-25 08:01:45,2025-10-25 08:02:44,2025-10-25,none,free flowing,free flowing,3681,train
DIoHaaDOJ7zA698P_KuO8AM,Norman Niles #1,time_segment_3682_Norman Niles #1_congestion_enter_rating,time_segment_3682_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-02-45.mp4,2025-10-25 08:02:45,2025-10-25 08:02:45,2025-10-25 08:03:45,2025-10-25,low,free flowing,free flowing,3682,train
AIoHab_xKfK1ld8PufLf6AI,Norman Niles #1,time_segment_3683_Norman Niles #1_congestion_enter_rating,time_segment_3683_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-03-45.mp4,2025-10-25 08:03:45,2025-10-25 08:03:45,2025-10-25 08:04:44,2025-10-25,none,free flowing,free flowing,3683,train
XooHabOCOceTmecPu8rsgQE,Norman Niles #1,time_segment_3684_Norman Niles #1_congestion_enter_rating,time_segment_3684_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-04-45.mp4,2025-10-25 08:04:45,2025-10-25 08:04:44,2025-10-25 08:05:00,2025-10-25,none,free flowing,free flowing,3684,train
7YwHac-FFbHZnvgPgt-ZqQs,Norman Niles #1,time_segment_3685_Norman Niles #1_congestion_enter_rating,time_segment_3685_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-05-45.mp4,2025-10-25 08:05:45,2025-10-25 08:05:45,2025-10-25 08:06:44,2025-10-25,medium,free flowing,free flowing,3685,train
EYsHaYeJCLHZnvgPgt-ZqQs,Norman Niles #1,time_segment_3686_Norman Niles #1_congestion_enter_rating,time_segment_3686_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-06-45.mp4,2025-10-25 08:06:45,2025-10-25 08:06:45,2025-10-25 08:07:44,2025-10-25,none,free flowing,free flowing,3686,train
c48Hae24FOaQ2PgPqvKU8As,Norman Niles #1,time_segment_3687_Norman Niles #1_congestion_enter_rating,time_segment_3687_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-07-45.mp4,2025-10-25 08:07:45,2025-10-25 08:07:45,2025-10-25 08:08:44,2025-10-25,none,free flowing,free flowing,3687,train
v4wHadGrJdCT3NoP8rPIoA0,Norman Niles #1,time_segment_3688_Norman Niles #1_congestion_enter_rating,time_segment_3688_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-08-45.mp4,2025-10-25 08:08:45,2025-10-25 08:08:45,2025-10-25 08:09:45,2025-10-25,none,free flowing,free flowing,3688,train
PYoHacbeLrOv3NoPq7G46QE,Norman Niles #1,time_segment_3689_Norman Niles #1_congestion_enter_rating,time_segment_3689_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-09-45.mp4,2025-10-25 08:09:45,2025-10-25 08:09:45,2025-10-25 08:10:44,2025-10-25,none,free flowing,free flowing,3689,train
C4oHacmWA-aQ2PgPqvKU8As,Norman Niles #1,time_segment_3690_Norman Niles #1_congestion_enter_rating,time_segment_3690_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-10-45.mp4,2025-10-25 08:10:45,2025-10-25 08:10:45,2025-10-25 08:11:44,2025-10-25,none,free flowing,free flowing,3690,train
a4sHadDXJdP_ld8Piv3HsQo,Norman Niles #1,time_segment_3691_Norman Niles #1_congestion_enter_rating,time_segment_3691_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-11-45.mp4,2025-10-25 08:11:45,2025-10-25 08:11:45,2025-10-25 08:12:44,2025-10-25,none,free flowing,free flowing,3691,train
0YkHad2JPLXOnvgP3YW5kQs,Norman Niles #1,time_segment_3692_Norman Niles #1_congestion_enter_rating,time_segment_3692_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-12-45.mp4,2025-10-25 08:12:45,2025-10-25 08:12:45,2025-10-25 08:13:44,2025-10-25,none,free flowing,free flowing,3692,train
AIsHaZbJIqHXnvgP76fxyQI,Norman Niles #1,time_segment_3693_Norman Niles #1_congestion_enter_rating,time_segment_3693_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-13-45.mp4,2025-10-25 08:13:45,2025-10-25 08:13:45,2025-10-25 08:14:44,2025-10-25,low,free flowing,free flowing,3693,train
QosHaZPpEfK1ld8PufLf6AI,Norman Niles #1,time_segment_3694_Norman Niles #1_congestion_enter_rating,time_segment_3694_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-14-45.mp4,2025-10-25 08:14:45,2025-10-25 08:14:45,2025-10-25 08:15:00,2025-10-25,none,free flowing,free flowing,3694,train
E40HadaVO7XOnvgP3YW5kQs,Norman Niles #1,time_segment_3695_Norman Niles #1_congestion_enter_rating,time_segment_3695_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-15-45.mp4,2025-10-25 08:15:45,2025-10-25 08:15:45,2025-10-25 08:16:00,2025-10-25,none,free flowing,free flowing,3695,train
A40HaczRH7-envgP6uGTmAE,Norman Niles #1,time_segment_3696_Norman Niles #1_congestion_enter_rating,time_segment_3696_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-16-45.mp4,2025-10-25 08:16:45,2025-10-25 08:16:45,2025-10-25 08:17:44,2025-10-25,none,free flowing,free flowing,3696,train
eYsHaeraDr-bm9IPxom_wQU,Norman Niles #1,time_segment_3697_Norman Niles #1_congestion_enter_rating,time_segment_3697_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-17-45.mp4,2025-10-25 08:17:45,2025-10-25 08:17:45,2025-10-25 08:18:45,2025-10-25,none,free flowing,free flowing,3697,train
VosHaa7-N9iD2PgPyKaayQw,Norman Niles #1,time_segment_3698_Norman Niles #1_congestion_enter_rating,time_segment_3698_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-18-45.mp4,2025-10-25 08:18:45,2025-10-25 08:18:45,2025-10-25 08:19:45,2025-10-25,none,free flowing,free flowing,3698,train
6okHaZ2XE7mfnvgPoaTSqQ0,Norman Niles #1,time_segment_3699_Norman Niles #1_congestion_enter_rating,time_segment_3699_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-19-45.mp4,2025-10-25 08:19:45,2025-10-25 08:19:45,2025-10-25 08:20:44,2025-10-25,none,free flowing,free flowing,3699,train
BIoHaYDOO-K2nvgPsZGZ4Aw,Norman Niles #1,time_segment_3700_Norman Niles #1_congestion_enter_rating,time_segment_3700_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-20-45.mp4,2025-10-25 08:20:45,2025-10-25 08:20:45,2025-10-25 08:21:00,2025-10-25,none,free flowing,free flowing,3700,train
PYoHafC5LtiD2PgPyKaayQw,Norman Niles #1,time_segment_3701_Norman Niles #1_congestion_enter_rating,time_segment_3701_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-21-45.mp4,2025-10-25 08:21:45,2025-10-25 08:21:45,2025-10-25 08:22:44,2025-10-25,none,free flowing,free flowing,3701,train
CooHaZD_LaSXmecP9PbSyA8,Norman Niles #1,time_segment_3702_Norman Niles #1_congestion_enter_rating,time_segment_3702_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-22-45.mp4,2025-10-25 08:22:45,2025-10-25 08:22:45,2025-10-25 08:23:44,2025-10-25,none,free flowing,free flowing,3702,train
7IkHaZqWO9iD2PgPyKaayQw,Norman Niles #1,time_segment_3703_Norman Niles #1_congestion_enter_rating,time_segment_3703_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-23-45.mp4,2025-10-25 08:23:45,2025-10-25 08:23:45,2025-10-25 08:24:44,2025-10-25,none,free flowing,free flowing,3703,train
Io0HafabGK-vnvgPjoXZqA0,Norman Niles #1,time_segment_3704_Norman Niles #1_congestion_enter_rating,time_segment_3704_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-24-45.mp4,2025-10-25 08:24:45,2025-10-25 08:24:45,2025-10-25 08:25:00,2025-10-25,none,free flowing,free flowing,3704,train
EI0HaaWPK7mfnvgPoaTSqQ0,Norman Niles #1,time_segment_3705_Norman Niles #1_congestion_enter_rating,time_segment_3705_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-25-45.mp4,2025-10-25 08:25:45,2025-10-25 08:25:45,2025-10-25 08:26:44,2025-10-25,none,free flowing,free flowing,3705,train
i4wHafLUG8jtnvgP8NiHuAw,Norman Niles #1,time_segment_3706_Norman Niles #1_congestion_enter_rating,time_segment_3706_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-26-45.mp4,2025-10-25 08:26:45,2025-10-25 08:26:45,2025-10-25 08:27:44,2025-10-25,none,free flowing,free flowing,3706,train
8IwHaYnPLKqpmecP5vCV0AQ,Norman Niles #1,time_segment_3707_Norman Niles #1_congestion_enter_rating,time_segment_3707_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-27-45.mp4,2025-10-25 08:27:45,2025-10-25 08:27:45,2025-10-25 08:28:44,2025-10-25,none,free flowing,free flowing,3707,train
LIsHaYapEMjtnvgP8NiHuAw,Norman Niles #1,time_segment_3708_Norman Niles #1_congestion_enter_rating,time_segment_3708_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-28-45.mp4,2025-10-25 08:28:45,2025-10-25 08:28:44,2025-10-25 08:29:59,2025-10-25,none,free flowing,free flowing,3708,train
PIsHaaTzCq-vnvgPjoXZqA0,Norman Niles #1,time_segment_3709_Norman Niles #1_congestion_enter_rating,time_segment_3709_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-29-45.mp4,2025-10-25 08:29:45,2025-10-25 08:29:45,2025-10-25 08:30:44,2025-10-25,none,free flowing,free flowing,3709,train
IYsHaa_ICuaQ2PgPqvKU8As,Norman Niles #1,time_segment_3710_Norman Niles #1_congestion_enter_rating,time_segment_3710_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-30-45.mp4,2025-10-25 08:30:45,2025-10-25 08:30:45,2025-10-25 08:31:44,2025-10-25,none,free flowing,free flowing,3710,train
EI0HaZnqI7mfnvgPoaTSqQ0,Norman Niles #1,time_segment_3711_Norman Niles #1_congestion_enter_rating,time_segment_3711_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-31-45.mp4,2025-10-25 08:31:45,2025-10-25 08:31:45,2025-10-25 08:32:44,2025-10-25,none,free flowing,free flowing,3711,train
A40HaciNMK-vnvgPjoXZqA0,Norman Niles #1,time_segment_3712_Norman Niles #1_congestion_enter_rating,time_segment_3712_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-32-45.mp4,2025-10-25 08:32:45,2025-10-25 08:32:45,2025-10-25 08:33:44,2025-10-25,none,free flowing,free flowing,3712,train
LIsHaYu5FeaQ2PgPqvKU8As,Norman Niles #1,time_segment_3713_Norman Niles #1_congestion_enter_rating,time_segment_3713_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-33-45.mp4,2025-10-25 08:33:45,2025-10-25 08:33:45,2025-10-25 08:34:44,2025-10-25,none,free flowing,free flowing,3713,train
-YwHaaKOC7-envgP6uGTmAE,Norman Niles #1,time_segment_3714_Norman Niles #1_congestion_enter_rating,time_segment_3714_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-34-45.mp4,2025-10-25 08:34:45,2025-10-25 08:34:45,2025-10-25 08:35:44,2025-10-25,none,free flowing,free flowing,3714,train
LIsHad-lDLOv3NoPq7G46QE,Norman Niles #1,time_segment_3715_Norman Niles #1_congestion_enter_rating,time_segment_3715_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-35-45.mp4,2025-10-25 08:35:45,2025-10-25 08:35:45,2025-10-25 08:36:44,2025-10-25,none,free flowing,free flowing,3715,train
Do0HaYSNMNCT3NoP8rPIoA0,Norman Niles #1,time_segment_3716_Norman Niles #1_congestion_enter_rating,time_segment_3716_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-36-45.mp4,2025-10-25 08:36:45,2025-10-25 08:36:45,2025-10-25 08:37:44,2025-10-25,none,free flowing,free flowing,3716,train
4YwHacaxONP_ld8Piv3HsQo,Norman Niles #1,time_segment_3717_Norman Niles #1_congestion_enter_rating,time_segment_3717_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-37-45.mp4,2025-10-25 08:37:45,2025-10-25 08:37:45,2025-10-25 08:38:44,2025-10-25,none,free flowing,free flowing,3717,train
C4sHaY6yK9CT3NoP8rPIoA0,Norman Niles #1,time_segment_3718_Norman Niles #1_congestion_enter_rating,time_segment_3718_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-38-45.mp4,2025-10-25 08:38:45,2025-10-25 08:38:45,2025-10-25 08:39:44,2025-10-25,none,free flowing,free flowing,3718,train
_IwHacKJMJ__698PweWaiQ4,Norman Niles #1,time_segment_3719_Norman Niles #1_congestion_enter_rating,time_segment_3719_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-39-45.mp4,2025-10-25 08:39:45,2025-10-25 08:39:45,2025-10-25 08:40:44,2025-10-25,none,free flowing,free flowing,3719,train
74kHafWgD6CVmecP_oCp4QE,Norman Niles #1,time_segment_3720_Norman Niles #1_congestion_enter_rating,time_segment_3720_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-40-45.mp4,2025-10-25 08:40:45,2025-10-25 08:40:45,2025-10-25 08:41:44,2025-10-25,none,free flowing,free flowing,3720,train
DIoHabrxBsjtnvgP8NiHuAw,Norman Niles #1,time_segment_3721_Norman Niles #1_congestion_enter_rating,time_segment_3721_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-41-45.mp4,2025-10-25 08:41:45,2025-10-25 08:41:45,2025-10-25 08:42:44,2025-10-25,none,free flowing,free flowing,3721,train
7IwHaf3wOtiD2PgPyKaayQw,Norman Niles #1,time_segment_3722_Norman Niles #1_congestion_enter_rating,time_segment_3722_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-08-42-45.mp4,2025-10-25 08:42:45,2025-10-25 08:42:45,2025-10-25 08:43:00,2025-10-25,none,free flowing,free flowing,3722,train
6okHaZziAYrQnvgPpPTHwA4,Norman Niles #1,time_segment_3745_Norman Niles #1_congestion_enter_rating,time_segment_3745_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-05-45.mp4,2025-10-25 09:05:45,2025-10-25 09:05:45,2025-10-25 09:06:44,2025-10-25,low,free flowing,free flowing,3745,train
L4sHad6VO6-vnvgPjoXZqA0,Norman Niles #1,time_segment_3746_Norman Niles #1_congestion_enter_rating,time_segment_3746_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-06-45.mp4,2025-10-25 09:06:45,2025-10-25 09:06:45,2025-10-25 09:07:44,2025-10-25,none,free flowing,free flowing,3746,train
0okHacz7PNm7nvgPq8e12AU,Norman Niles #1,time_segment_3747_Norman Niles #1_congestion_enter_rating,time_segment_3747_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-07-45.mp4,2025-10-25 09:07:45,2025-10-25 09:07:45,2025-10-25 09:08:44,2025-10-25,none,free flowing,free flowing,3747,train
BIoHafFEitCe-A-k9MfADg,Norman Niles #1,time_segment_3748_Norman Niles #1_congestion_enter_rating,time_segment_3748_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-08-45.mp4,2025-10-25 09:08:45,2025-10-25 09:08:45,2025-10-25 09:09:45,2025-10-25,none,free flowing,free flowing,3748,train
GYsHadzyCZ__698PweWaiQ4,Norman Niles #1,time_segment_3749_Norman Niles #1_congestion_enter_rating,time_segment_3749_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-09-45.mp4,2025-10-25 09:09:45,2025-10-25 09:09:45,2025-10-25 09:10:44,2025-10-25,none,free flowing,free flowing,3749,train
7ooHafCSFJSgmecP8YHv4Qc,Norman Niles #1,time_segment_3750_Norman Niles #1_congestion_enter_rating,time_segment_3750_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-10-45.mp4,2025-10-25 09:10:45,2025-10-25 09:10:45,2025-10-25 09:11:00,2025-10-25,none,free flowing,free flowing,3750,train
2owHab69MbOv3NoPq7G46QE,Norman Niles #1,time_segment_3751_Norman Niles #1_congestion_enter_rating,time_segment_3751_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-11-45.mp4,2025-10-25 09:11:45,2025-10-25 09:11:45,2025-10-25 09:12:00,2025-10-25,none,free flowing,free flowing,3751,train
D40HabHpHbOv3NoPq7G46QE,Norman Niles #1,time_segment_3752_Norman Niles #1_congestion_enter_rating,time_segment_3752_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-12-45.mp4,2025-10-25 09:12:45,2025-10-25 09:12:45,2025-10-25 09:13:00,2025-10-25,none,free flowing,free flowing,3752,train
XIoHaeGXEK-vnvgPjoXZqA0,Norman Niles #1,time_segment_3753_Norman Niles #1_congestion_enter_rating,time_segment_3753_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-13-45.mp4,2025-10-25 09:13:45,2025-10-25 09:13:45,2025-10-25 09:14:44,2025-10-25,none,free flowing,free flowing,3753,train
BIoHaf3EMPK1ld8PufLf6AI,Norman Niles #1,time_segment_3754_Norman Niles #1_congestion_enter_rating,time_segment_3754_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-14-45.mp4,2025-10-25 09:14:45,2025-10-25 09:14:45,2025-10-25 09:15:00,2025-10-25,none,free flowing,free flowing,3754,train
BY0Haa2NLbzA698P_KuO8AM,Norman Niles #1,time_segment_3755_Norman Niles #1_congestion_enter_rating,time_segment_3755_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-15-45.mp4,2025-10-25 09:15:45,2025-10-25 09:15:45,2025-10-25 09:16:44,2025-10-25,none,free flowing,free flowing,3755,train
2YwHaaTVC4rQnvgPpPTHwA4,Norman Niles #1,time_segment_3756_Norman Niles #1_congestion_enter_rating,time_segment_3756_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-16-45.mp4,2025-10-25 09:16:45,2025-10-25 09:16:45,2025-10-25 09:17:00,2025-10-25,none,free flowing,free flowing,3756,train
SIsHafCOI7HZnvgPgt-ZqQs,Norman Niles #1,time_segment_3757_Norman Niles #1_congestion_enter_rating,time_segment_3757_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-17-45.mp4,2025-10-25 09:17:45,2025-10-25 09:17:45,2025-10-25 09:18:44,2025-10-25,low,free flowing,free flowing,3757,train
8IwHac_BK-aQ2PgPqvKU8As,Norman Niles #1,time_segment_3758_Norman Niles #1_congestion_enter_rating,time_segment_3758_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-18-45.mp4,2025-10-25 09:18:45,2025-10-25 09:18:45,2025-10-25 09:19:46,2025-10-25,none,free flowing,free flowing,3758,train
CYoHafG_LZ__698PweWaiQ4,Norman Niles #1,time_segment_3759_Norman Niles #1_congestion_enter_rating,time_segment_3759_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-19-45.mp4,2025-10-25 09:19:45,2025-10-25 09:19:45,2025-10-25 09:20:44,2025-10-25,none,free flowing,free flowing,3759,train
04kHaczaDrzA698P_KuO8AM,Norman Niles #1,time_segment_3760_Norman Niles #1_congestion_enter_rating,time_segment_3760_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-20-45.mp4,2025-10-25 09:20:45,2025-10-25 09:20:45,2025-10-25 09:21:00,2025-10-25,none,free flowing,free flowing,3760,train
2YwHaeWSDuaQ2PgPqvKU8As,Norman Niles #1,time_segment_3761_Norman Niles #1_congestion_enter_rating,time_segment_3761_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-21-45.mp4,2025-10-25 09:21:45,2025-10-25 09:21:45,2025-10-25 09:22:00,2025-10-25,none,free flowing,free flowing,3761,train
v4wHacufMZ__698PweWaiQ4,Norman Niles #1,time_segment_3762_Norman Niles #1_congestion_enter_rating,time_segment_3762_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-22-45.mp4,2025-10-25 09:22:45,2025-10-25 09:22:45,2025-10-25 09:23:44,2025-10-25,none,free flowing,free flowing,3762,train
aYwHafCOIb-envgP6uGTmAE,Norman Niles #1,time_segment_3763_Norman Niles #1_congestion_enter_rating,time_segment_3763_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-23-45.mp4,2025-10-25 09:23:45,2025-10-25 09:23:45,2025-10-25 09:24:44,2025-10-25,none,free flowing,free flowing,3763,train
24wHabPYL6OdmecPmP768Ag,Norman Niles #1,time_segment_3764_Norman Niles #1_congestion_enter_rating,time_segment_3764_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-25-09-24-45.mp4,2025-10-25 09:24:45,2025-10-25 09:24:45,2025-10-25 09:25:44,2025-10-25,none,free flowing,free flowing,3764,train
